group,search_keyword,title,authors,date,publisher,url
Biometric-based Authentication,EEG-based authentication wearable,A personalized user authentication system based on EEG signals,"C Stergiadis, VD Kostaridou, S Veloudis, D Kazis…",2022,mdpi.com,https://www.mdpi.com/1424-8220/22/18/6929
Biometric-based Authentication,EEG-based authentication wearable,Private authentication keys based on wearable device EEG recordings,"H Yang, V Mihajlović…",2017,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8081349/
Biometric-based Authentication,EEG-based authentication wearable,In-ear EEG biometrics for feasible and readily collectable real-world person authentication,"T Nakamura, V Goverdovsky…",2017,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8067531/
Biometric-based Authentication,EEG-based authentication wearable,EEG‐based biometric authentication system using convolutional neural network for military applications,"H Vadher, P Patel, A Nair, T Vyas, S Desai…",2024,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/spy2.345
Biometric-based Authentication,EEG-based authentication wearable,Personalized user authentication system using wireless EEG headset and machine learning,"T Baraku, C Stergiadis, S Veloudis…",2024,Elsevier,https://www.sciencedirect.com/science/article/pii/S2949921624000036
Biometric-based Authentication,EEG-based authentication wearable,"You think, therefore you are: Transparent authentication system with brainwave-oriented bio-features for IoT networks","L Zhou, C Su, W Chiu, KH Yeh",2017,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8057810/
Biometric-based Authentication,EEG-based authentication wearable,MusicID: A brainwave-based user authentication system for internet of things,"J Sooriyaarachchi, S Seneviratne…",2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9295315/
Biometric-based Authentication,EEG-based authentication wearable,Performance and usability evaluation of brainwave authentication techniques with consumer devices,"P Arias-Cabarcos, M Fallahi, T Habrich…",2023,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3579356
Biometric-based Authentication,EEG-based authentication wearable,Brainwave-based authentication using features fusion,"M TajDini, V Sokolov, I Kuzminykh, B Ghita",2023,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167404823001086
Biometric-based Authentication,EEG-based authentication wearable,"I think, therefore I am: Usability and security of authentication using brainwaves","J Chuang, H Nguyen, C Wang, B Johnson",2013,Springer,https://link.springer.com/chapter/10.1007/978-3-642-41320-9_1
Biometric-based Authentication,EEG-based authentication wearable,DeepKey: A multimodal biometric authentication system via deep decoding gaits and brainwaves,"X Zhang, L Yao, C Huang, T Gu, Z Yang…",2020,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3393619
Biometric-based Authentication,EEG-based authentication wearable,A comparison of human brainwaves-based biometric authentication systems,"SJ Alsunaidi, NA Saqib…",2020,inderscienceonline.com,https://www.inderscienceonline.com/doi/abs/10.1504/IJBM.2020.110814
Biometric-based Authentication,EEG-based authentication wearable,Inexpensive brainwave authentication: new techniques and insights on user acceptance,"P Arias-Cabarcos, T Habrich, K Becker…",2021,usenix.org,https://www.usenix.org/conference/usenixsecurity21/presentation/arias-cabarcos
Biometric-based Authentication,EEG-based authentication wearable,Authentication with what you see and remember in the internet of things,"W Chiu, C Su, CY Fan, CM Chen, KH Yeh",2018,mdpi.com,https://www.mdpi.com/2073-8994/10/11/537
Biometric-based Authentication,EEG-based authentication wearable,Authentication system by human brainwaves using machine learning and artificial intelligence,"ZB Hu, V Buriachok, M TajDini, V Sokolov",2021,Springer,https://link.springer.com/chapter/10.1007/978-3-030-80472-5_31
Device-based Authentication,smartwatch authentication,Implicit sensor-based authentication of smartphone users with smartwatch,"WH Lee, R Lee",2016,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2948618.2948627
Device-based Authentication,smartwatch authentication,Usable user authentication on a smartwatch using vibration,"S Lee, W Choi, DH Lee",2021,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3460120.3484553
Device-based Authentication,smartwatch authentication,Real time motion-based authentication for smartwatch,"A Lewis, Y Li, M Xie",2016,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7860521/
Device-based Authentication,smartwatch authentication,Thumbup: Identification and authentication by smartwatch using simple hand gestures,"X Yu, Z Zhou, M Xu, X You, XY Li",2020,computer.org,https://www.computer.org/csdl/proceedings-article/percom/2020/09127367/1l3yJSxjyqQ
Device-based Authentication,smartwatch authentication,Airsign: A gesture-based smartwatch user authentication,"A Buriro, R Van Acker, B Crispo…",2018,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8585571/
Device-based Authentication,smartwatch authentication,Continuous user authentication using smartwatch motion sensor data,"N Al-Naffakh, N Clarke, F Li",2018,Springer,https://link.springer.com/chapter/10.1007/978-3-319-95276-5_2
Device-based Authentication,smartwatch authentication,Sensing in-air signature motions using smartwatch: A high-precision approach of behavioral authentication,"G Li, H Sato",2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9781312/
Device-based Authentication,smartwatch authentication,An empirical study of touch-based authentication methods on smartwatches,"Y Zhao, Z Qiu, Y Yang, W Li, M Fan",2017,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3123021.3123049
Device-based Authentication,smartwatch authentication,CirclePIN: A novel authentication mechanism for smartwatches to prevent unauthorized access to IoT devices,"M Guerar, L Verderame, A Merlo, F Palmieri…",2020,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3365995
Device-based Authentication,smartwatch authentication,Handwritten signature authentication using smartwatch motion sensors,"G Li, H Sato",2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9202790/
Device-based Authentication,wristband authentication,Saw: Wristband-based authentication for desktop computers,"S Mare, R Rawassizadeh, R Peterson…",2018,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3264935
Device-based Authentication,wristband authentication,Continuous smartphone authentication using wristbands,"S Mare, R Rawassizadeh…",2019,digitalcommons.dartmouth.edu,https://digitalcommons.dartmouth.edu/facoa/4013/
Device-based Authentication,wristband authentication,Development of miniaturized wearable wristband type surface EMG measurement system for biometric authentication,"S Shin, M Kang, J Jung, YT Kim",2021,mdpi.com,https://www.mdpi.com/2079-9292/10/8/923
Device-based Authentication,wristband authentication,Wristpass: Secure wearable continuous authentication via ultrasonic sensing,"X Fang, J Liu, Y Chen, X Xu…",2024,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10682871/
Device-based Authentication,wristband authentication,A novel out-of-band biometrics authentication scheme for wearable devices,"M Mahinderjit Singh, KW Ching…",2020,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/1206212X.2018.1547347
Device-based Authentication,wristband authentication,Robust continuous authentication using cardiac biometrics from wrist-worn wearables,"T Zhao, Y Wang, J Liu, J Cheng…",2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9615379/
Device-based Authentication,wristband authentication,Wristacoustic: through-wrist acoustic response based authentication for smartwatches,"JH Huh, H Shin, HM Kim, E Cheon, Y Song…",2023,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3569473
Device-based Authentication,wristband authentication,Trueheart: Continuous authentication on wrist-worn wearables using ppg-based biometrics,"T Zhao, Y Wang, J Liu, Y Chen…",2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9155526/
Device-based Authentication,wristband authentication,"Three-factor, ECG-based authentication: security analysis of the Nymi wristband",J WU,2014,politesi.polimi.it,https://www.politesi.polimi.it/handle/10589/120485
Device-based Authentication,wristband authentication,Taprint: Secure text input for commodity smart wristbands,"W Chen, L Chen, Y Huang, X Zhang, L Wang…",2019,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3300061.3300124
Device-based Authentication,wearable band authentication,A novel out-of-band biometrics authentication scheme for wearable devices,"M Mahinderjit Singh, KW Ching…",2020,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/1206212X.2018.1547347
Device-based Authentication,wearable band authentication,Lightweight authentication protocols for wearable devices,"AK Das, S Zeadally, M Wazid",2017,Elsevier,https://www.sciencedirect.com/science/article/pii/S0045790617305347
Device-based Authentication,wearable band authentication,Design of secure and lightweight authentication protocol for wearable devices environment,"AK Das, M Wazid, N Kumar, MK Khan…",2017,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8039175/
Device-based Authentication,wearable band authentication,Recent advances in biometrics-based user authentication for wearable devices: A contemporary survey,"S Liu, W Shao, T Li, W Xu, L Song",2022,Elsevier,https://www.sciencedirect.com/science/article/pii/S1051200421001597
Device-based Authentication,wearable band authentication,"You walk, we authenticate: lightweight seamless authentication based on gait in wearable IoT systems","P Musale, D Baek, N Werellagama, SS Woo…",2019,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8672772/
Device-based Authentication,wearable band authentication,Identification of wearable devices with bluetooth,"H Aksu, AS Uluagac, ES Bentley",2018,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8299447/
Device-based Authentication,wearable band authentication,Wearable biometric authentication based on human body communication,"Z Nie, Y Liu, C Duan, Z Ruan, J Li…",2015,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7299362/
Device-based Authentication,wearable band authentication,ECG authentication system design based on signal analysis in mobile and wearable devices,"SJ Kang, SY Lee, HI Cho, H Park",2016,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7412667/
Device-based Authentication,wearable band authentication,A wearable wrist band-type system for multimodal biometrics integrated with multispectral skin photomatrix and electrocardiogram sensors,"H Kim, H Kim, SY Chun, JH Kang, I Oakley, Y Lee…",2018,mdpi.com,https://www.mdpi.com/1424-8220/18/8/2738
Device-based Authentication,wearable band authentication,"Shake, Shake, I Know Who You Are: Authentication Through Smart Wearable Devices","Z Guo, J Cao, X Bai, A Li, B Niu, H Li",2023,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10258032/
Device-based Authentication,fitness tracker authentication,Assessment of fitness tracker security: a case of study,"FA Mendoza, L Alonso, A Marín López…",2018,mdpi.com,https://www.mdpi.com/2504-3900/2/19/1235
Device-based Authentication,fitness tracker authentication,Low-cost authentication paradigm for consumer electronics within the internet of wearable fitness tracking applications,"F Tehranipoor, N Karimian…",2018,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8326233/
Device-based Authentication,fitness tracker authentication,Low-cost fitness and activity trackers for biometric authentication,"S Khan, S Parkinson, N Liu, L Grant",2020,academic.oup.com,https://academic.oup.com/cybersecurity/article-abstract/6/1/tyaa021/6032829
Device-based Authentication,fitness tracker authentication,When your fitness tracker betrays you: Quantifying the predictability of biometric features across contexts,"S Eberz, G Lovisotto, A Patane…",2018,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8418644/
Device-based Authentication,fitness tracker authentication,Privacy assessment of fitness tracker devices,"OM Gouda, DJ Hejji, MS Obaidat",2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9232503/
Device-based Authentication,fitness tracker authentication,"Anatomy of a vulnerable fitness tracking system: Dissecting the fitbit cloud, app, and firmware","J Classen, D Wegemer, P Patras, T Spink…",2018,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3191737
Device-based Authentication,fitness tracker authentication,A case study on vulnerability analysis and firmware modification attack for a wearable fitness tracker,"J Shim, K Lim, J Jeong, S Cho, M Park, S Han",2017,isyou.info,https://isyou.info/inpra/papers/inpra-v5n4-03.pdf
Device-based Authentication,fitness tracker authentication,Secure management of low power fitness trackers,"M Rahman, B Carbunar…",2015,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7078927/
Device-based Authentication,fitness tracker authentication,Attacks on fitness trackers revisited: A case-study of unfit firmware security,J Rieck,2016,arxiv.org,https://arxiv.org/abs/1604.03313
Device-based Authentication,fitness tracker authentication,A look at the security and privacy of Fitbit as a health activity tracker,"J Orlosky, O Ezenwoye, H Yates…",2019,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3299815.3314468
Device-based Authentication,smart glasses authentication,An accurate and efficient user authentication mechanism on smart glasses based on iris recognition,"YH Li, PJ Huang",2017,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1155/2017/1281020
Device-based Authentication,smart glasses authentication,Gesture-based continuous authentication for wearable devices: The smart glasses use case,"J Chauhan, HJ Asghar, A Mahanti…",2016,Springer,https://link.springer.com/chapter/10.1007/978-3-319-39555-5_35
Device-based Authentication,smart glasses authentication,Facial recognition using convolutional neural networks and implementation on smart glasses,"S Khan, MH Javed, E Ahmed…",2019,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8777442/
Device-based Authentication,smart glasses authentication,Glassgesture: Exploring head gesture interface of smart glasses,"S Yi, Z Qin, E Novak, Y Yin, Q Li",2016,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7524542/
Device-based Authentication,smart glasses authentication,User Authentication and Identification on Smart Glasses with Motion Sensors,"S Agac, OD Incel",2023,Springer,https://link.springer.com/article/10.1007/s42979-023-02202-4
Device-based Authentication,smart glasses authentication,SonicID: User Identification on Smart Glasses with Acoustic Sensing,"K Li, D Agarwal, R Zhang, V Gunda, T Mo…",2024,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3699734
Device-based Authentication,smart glasses authentication,Recent advances of smart glass application security and privacy,"B Al Delail, CY Yeun",2015,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7412058/
Device-based Authentication,smart glasses authentication,Continuous authentication with touch behavioral biometrics and voice on wearable glasses,"G Peng, G Zhou, DT Nguyen, X Qi…",2016,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7756355/
Device-based Authentication,smart glasses authentication,Interaction methods for smart glasses: A survey,"LH Lee, P Hui",2018,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8368051/
Device-based Authentication,smart glasses authentication,Hands-Free one-Time and continuous authentication using glass wearable devices,"D Damopoulos, G Kambourakis",2019,Elsevier,https://www.sciencedirect.com/science/article/pii/S2214212618305714
Device-based Authentication,AR-based authentication,Doodle-based authentication technique using augmented reality,"W Wazir, HA Khattak, A Almogren, MA Khan…",2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8947984/
Device-based Authentication,AR-based authentication,Authentication Framework for Augmented Reality with Data-Hiding Technique,"CC Lin, A Nshimiyimana, M SaberiKamarposhti…",2024,mdpi.com,https://www.mdpi.com/2073-8994/16/10/1253
Device-based Authentication,AR-based authentication,MoveAR: Continuous biometric authentication for augmented reality headsets,"A Bhalla, I Sluganovic, K Krawiecka…",2021,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3457339.3457983
Device-based Authentication,AR-based authentication,Augmented reality-based mimicry attacks on behaviour-based smartphone authentication,"H Khan, U Hengartner, D Vogel",2018,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3210240.3210317
Device-based Authentication,AR-based authentication,Recent Trends of Authentication Methods in Extended Reality: A Survey,"L Hallal, J Rhinelander, R Venkat",2024,mdpi.com,https://www.mdpi.com/2571-5577/7/3/45
Device-based Authentication,AR-based authentication,Ar-based modern healthcare: A review,"J Ara, H Bhuiyan, YA Bhuiyan, SB Bhyan…",2021,arxiv.org,https://arxiv.org/abs/2101.06364
Device-based Authentication,AR-based authentication,"In-depth review of augmented reality: Tracking technologies, development tools, AR displays, collaborative AR, and security concerns","TA Syed, MS Siddiqui, HB Abdullah, S Jan, A Namoun…",2022,mdpi.com,https://www.mdpi.com/1424-8220/23/1/146
Device-based Authentication,AR-based authentication,An indoor location-based augmented reality framework,"JR Jiang, H Subakti",2023,mdpi.com,https://www.mdpi.com/1424-8220/23/3/1370
Device-based Authentication,AR-based authentication,CAR-tourist: An integrity-preserved collaborative augmented reality framework-tourism as a use-case,"TA Syed, S Jan, MS Siddiqui, A Alzahrani, A Nadeem…",2022,mdpi.com,https://www.mdpi.com/2076-3417/12/23/12022
Device-based Authentication,AR-based authentication,Issues in Authentication in Augmented Reality Systems,"A Srivastava, P Shah, A Agarwal…",2022,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003241348-2/issues-authentication-augmented-reality-systems-aman-srivastava-pranjali-shah-ankita-agarwal-hemlata-pant
Textile-based Authentication,smart textile authentication,A strong mutual authentication protocol for securing wearable smart textile applications,"H Dalkilic, MH Özcanhan",2022,search.proquest.com,https://search.proquest.com/openview/63305e964f4a70b2d48057403393c7d0/1?pq-origsite=gscholar&cbl=2049588
Textile-based Authentication,smart textile authentication,Smart Textile Industry: Threats and Opportunities,A Meddeb,2023,Springer,https://link.springer.com/chapter/10.1007/978-981-99-7950-9_23
Textile-based Authentication,smart textile authentication,Biometric Analysis on Smart Textile Garment in Real Life Scenario,"MMM Nawawi, KA Sidek…",2024,semarakilmu.com.my,http://semarakilmu.com.my/journals/index.php/applied_sciences_eng_tech/article/view/2080
Textile-based Authentication,smart textile authentication,Conductive Fabric Based RFID Wearable Textile Antennas for Product Authentication and Quality Control,"B Avireni, Y Chu, E Kepros, SK Ghosh…",2024,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10564969/
Textile-based Authentication,smart textile authentication,FabricID: Using smart textiles to access wearable devices,"A Voit, S Schneegass",2017,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3152832.3156622
Textile-based Authentication,smart textile authentication,Design and validation of an e-textile-based wearable system for remote health monitoring,"A Coccia, F Amitrano, L Donisi, G Cesarelli, G Pagano…",2021,acta.imeko.org,https://acta.imeko.org/index.php/acta-imeko/article/view/IMEKO-ACTA-10%20%282021%29-02-30
Textile-based Authentication,smart textile authentication,ECG biometric in real-life settings: analysing different physiological conditions with wearable smart textiles shirts,"MMM Nawawi, KA Sidek, AW Azman",2023,beei.org,https://beei.org/index.php/EEI/article/view/5133
Textile-based Authentication,smart textile authentication,Artificial intelligence enabled biodegradable all-textile sensor for smart monitoring and recognition,"P Zhao, Y Song, Z Hu, Z Zhong, Y Li, K Zhou, T Qin…",2024,Elsevier,https://www.sciencedirect.com/science/article/pii/S2211285524008681
Textile-based Authentication,smart textile authentication,Preparation of a transparent photoluminescent self-healable smart ink for a dual-mode security authentication,"K Alkhamis, H Alessa, AT Mogharbel…",2022,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/acs.iecr.2c03110
Textile-based Authentication,smart textile authentication,Application of the internet of things in the textile industry,"H Manglani, GL Hodge, W Oxenham",2019,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/00405167.2020.1763701
Textile-based Authentication,e-textile authentication,Design and validation of an e-textile-based wearable system for remote health monitoring,"A Coccia, F Amitrano, L Donisi, G Cesarelli, G Pagano…",2021,acta.imeko.org,https://acta.imeko.org/index.php/acta-imeko/article/view/IMEKO-ACTA-10%20%282021%29-02-30
Textile-based Authentication,e-textile authentication,Security and Privacy Issues for E-textile Applications,"K Özlem, MK Kuyucu, Ş Bahtiyar…",2019,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8907218/
Textile-based Authentication,e-textile authentication,Smart Textile Industry: Threats and Opportunities,A Meddeb,2023,Springer,https://link.springer.com/chapter/10.1007/978-981-99-7950-9_23
Textile-based Authentication,e-textile authentication,FogETex: Fog Computing Framework for Electronic Textile Applications,"K Ozlem, AT Atalay, O Atalay…",2024,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10742085/
Textile-based Authentication,e-textile authentication,Development and characterisation of secured traceability tag for textile products by printing process,"TK Agrawal, C Campagne, L Koehl",2019,Springer,https://link.springer.com/article/10.1007/s00170-018-3134-z
Textile-based Authentication,e-textile authentication,Design and validation of an e-textile-based wearable sock for remote gait and postural assessment,"F Amitrano, A Coccia, C Ricciardi, L Donisi, G Cesarelli…",2020,mdpi.com,https://www.mdpi.com/1424-8220/20/22/6691
Textile-based Authentication,e-textile authentication,Electronic textiles for wearable point-of-care systems,"G Chen, X Xiao, X Zhao, T Tat, M Bick…",2021,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/acs.chemrev.1c00502
Textile-based Authentication,e-textile authentication,LOBIN: E-textile and wireless-sensor-network-based platform for healthcare monitoring in future hospital environments,"G López, V Custodio, JI Moreno",2010,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/5512630/
Textile-based Authentication,e-textile authentication,Homogeneous wet-spinning construction of skin-core structured PANI/cellulose conductive fibers for gas sensing and e-textile applications,"C Wang, Y Liao, HY Yu, Y Dong, J Yao",2023,Elsevier,https://www.sciencedirect.com/science/article/pii/S0144861723006409
Textile-based Authentication,e-textile authentication,Wearable Antennas and Wireless Sensing Systems for e-Textile Applications,Y Jiang,2021,search.proquest.com,https://search.proquest.com/openview/75d81820153562e93cccf06e10414363/1?pq-origsite=gscholar&cbl=2026366&diss=y
Continuous Authentication,continuous authentication wearable,WACA: Wearable-assisted continuous authentication,"A Acar, H Aksu, AS Uluagac…",2018,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8424658/
Continuous Authentication,continuous authentication wearable,A usable and robust continuous authentication framework using wearables,"A Acar, H Aksu, AS Uluagac…",2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9001165/
Continuous Authentication,continuous authentication wearable,"Continuous authentication of wearable device users from heart rate, gait, and breathing data","W Cheung, S Vhaduri",2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9224356/
Continuous Authentication,continuous authentication wearable,Continuous authentication with touch behavioral biometrics and voice on wearable glasses,"G Peng, G Zhou, DT Nguyen, X Qi…",2016,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7756355/
Continuous Authentication,continuous authentication wearable,Hands-Free one-Time and continuous authentication using glass wearable devices,"D Damopoulos, G Kambourakis",2019,Elsevier,https://www.sciencedirect.com/science/article/pii/S2214212618305714
Continuous Authentication,continuous authentication wearable,Robust continuous authentication using cardiac biometrics from wrist-worn wearables,"T Zhao, Y Wang, J Liu, J Cheng…",2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9615379/
Continuous Authentication,continuous authentication wearable,GaitCode: Gait-based continuous authentication using multimodal learning and wearable sensors,"I Papavasileiou, Z Qiao, C Zhang, W Zhang, J Bi, S Han",2021,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352648320300544
Continuous Authentication,continuous authentication wearable,Trueheart: Continuous authentication on wrist-worn wearables using ppg-based biometrics,"T Zhao, Y Wang, J Liu, Y Chen…",2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9155526/
Continuous Authentication,continuous authentication wearable,Wristpass: Secure wearable continuous authentication via ultrasonic sensing,"X Fang, J Liu, Y Chen, X Xu…",2024,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10682871/
Continuous Authentication,continuous authentication wearable,Gait-based continuous authentication using a novel sensor compensation algorithm and geometric features extracted from wearable sensors,"S Lee, S Lee, E Park, J Lee, IY Kim",2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9947076/
Implicit Authentication,implicit authentication wearable,Multi-modal biometric-based implicit authentication of wearable device users,"S Vhaduri, C Poellabauer",2019,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8691571/
Implicit Authentication,implicit authentication wearable,Context-dependent implicit authentication for wearable device users,"W Cheung, S Vhaduri",2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9217224/
Implicit Authentication,implicit authentication wearable,WearIA: Wearable device implicit authentication based on activity information,"Y Zeng, A Pande, J Zhu…",2017,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7974305/
Implicit Authentication,implicit authentication wearable,HIAuth: A hierarchical implicit authentication system for IoT wearables using multiple biometrics,"S Vhaduri, SV Dibbo, W Cheung",2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9514864/
Implicit Authentication,implicit authentication wearable,Summary: Multi-modal biometric-based implicit authentication of wearable device users,"S Vhaduri, C Poellabauer",2019,arxiv.org,https://arxiv.org/abs/1907.06563
Implicit Authentication,implicit authentication wearable,On-phone CNN model-based implicit authentication to secure IoT wearables,"SV Dibbo, W Cheung, S Vhaduri",2022,Springer,https://link.springer.com/chapter/10.1007/978-3-030-94285-4_2
Implicit Authentication,implicit authentication wearable,Wearable authentication: Trends and opportunities,"A Bianchi, I Oakley",2016,degruyter.com,https://www.degruyter.com/document/doi/10.1515/itit-2016-0010/html
Implicit Authentication,implicit authentication wearable,mWIoTAuth: Multi-wearable data-driven implicit IoT authentication,"S Vhaduri, SV Dibbo, A Muratyan, W Cheung",2024,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X24002577
Implicit Authentication,implicit authentication wearable,An improved implicit authentication framework using the event-driven and context-aware approaches,X Shi,2024,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10853813/
Implicit Authentication,implicit authentication wearable,Can a smartband be used for continuous implicit authentication in real life,"D Ekiz, YS Can, YC Dardagan, C Ersoy",2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9044709/
Cryptographic and Blockchain-based Authentication,wearable blockchain authentication,Blockchain-based data access security solutions for medical wearables,"H Lin, Q He, J Hu, X Wang",2023,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10141877/
Cryptographic and Blockchain-based Authentication,wearable blockchain authentication,Cloud centric authentication for wearable healthcare monitoring system,"J Srinivas, AK Das, N Kumar…",2018,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8341758/
Cryptographic and Blockchain-based Authentication,wearable blockchain authentication,Secure and lightweight authentication with key agreement for smart wearable systems,"J Li, N Zhang, J Ni, J Chen, R Du",2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9052004/
Cryptographic and Blockchain-based Authentication,wearable blockchain authentication,Lightweight mutual authentication and privacy-preservation scheme for intelligent wearable devices in industrial-CPS,"MA Jan, F Khan, R Khan, S Mastorakis…",2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9290438/
Cryptographic and Blockchain-based Authentication,wearable blockchain authentication,Design of secure and lightweight authentication protocol for wearable devices environment,"AK Das, M Wazid, N Kumar, MK Khan…",2017,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8039175/
Cryptographic and Blockchain-based Authentication,wearable blockchain authentication,Resource-efficient authenticated data sharing mechanism for smart wearable systems,"M Tanveer, M Ahmad, TN Nguyen…",2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9875976/
Cryptographic and Blockchain-based Authentication,wearable blockchain authentication,Blockchain and PUF-based lightweight authentication protocol for wireless medical sensor networks,"W Wang, Q Chen, Z Yin, G Srivastava…",2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9559388/
Cryptographic and Blockchain-based Authentication,wearable blockchain authentication,A decentralised authentication and access control mechanism for medical wearable sensors data,"M Abubakar, Z Jaroucheh, A Al Dubai…",2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9524172/
Cryptographic and Blockchain-based Authentication,wearable blockchain authentication,A Review on Blockchain Technology based Secure Intelligent Wearable Devices for 6G Systems,"W Boonsong, TD Kumar, MA Archana…",2024,pe.org.pl,http://pe.org.pl/articles/2024/6/17.pdf
Cryptographic and Blockchain-based Authentication,wearable blockchain authentication,A robust authentication protocol for wireless medical sensor networks using blockchain and physically unclonable functions,"S Yu, Y Park",2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9766168/
Cryptographic and Blockchain-based Authentication,wearable cryptographic authentication,Lightweight authentication protocols for wearable devices,"AK Das, S Zeadally, M Wazid",2017,Elsevier,https://www.sciencedirect.com/science/article/pii/S0045790617305347
Cryptographic and Blockchain-based Authentication,wearable cryptographic authentication,An authentication protocol for wearable medical devices,"WJ Long, W Lin",2017,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8263140/
