category,subcategory,title,authors,date,year,Accuracy,BER,EER,F1,FAR,FPR,FNR,FRR,Precision,Recall,TPR,Device,Proposed Scheme,Target Goal,open science,publisher,url,cite
Device-based Authentication,Fitness Tracker Authentication,Fitness Trackers: Fit for Health but Unfit for Security and Privacy,"Hossein Fereidooni;
Tommaso Frassetto;
Markus Miettinen;
Ahmad-Reza Sadeghi;
Mauro Conti",2017,2017,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8010569/,~\cite{}
Device-based Authentication,Fitness Tracker Authentication,Handwriting watcher: A mechanism for smartwatch-driven handwriting authentication,"Isaac Griswold-Steiner;
Richard Matovu;
Abdul Serwadda",2017,2017,,,,,,,,,,,,Smartwatch,,,,IEEE,https://ieeexplore.ieee.org/document/8272701/,~\cite{}
Device-based Authentication,Fitness Tracker Authentication,Low-cost authentication paradigm for consumer electronics within the internet of wearable fitness tracking applications,"Fatemeh Tehranipoor;
Nima Karimian;
Paul A. Wortman;
John A. Chandy",2018,2018,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8326233/,~\cite{}
Device-based Authentication,Fitness Tracker Authentication,Securing Health-Related Data Transmission Using ECG and Named Data Networks,"Iustin-Alexandru Ivanciu;
Liliana Ivanciu;
Daniel Zinca;
Virgil Dobrota",2019,2019,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8846993/,~\cite{}
Device-based Authentication,Fitness Tracker Authentication,Privacy Assessment of Fitness Tracker Devices,"Omar M. Gouda;
Dina J. Hejji;
Mohamamd S. Obaidat",2020,2020,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9232503/,~\cite{}
Device-based Authentication,Fitness Tracker Authentication,Users Can Deduce Sensitive Locations Protected by Privacy Zones on Fitness Tracking Apps,"Jaron Mink, Amanda Rose Yuile, Uma Pal, Adam J Aviv, Adam Bates",4/1/22 0:00,2022,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3491102.3502136,~\cite{}
Device-based Authentication,Fitness Tracker Authentication,A Run a Day Won't Keep the Hacker Away,"Karel Dhondt, Victor Le Pochat, Alexios Voulimeneas, Wouter Joosen",11/1/22 0:00,2022,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3548606.3560616,~\cite{}
Device-based Authentication,Fitness Tracker Authentication,PPGSign: Handwritten Signature Authentication using Wearable PPG Sensor,"A B M Mohaimenur Rahman;
Yetong Cao;
Xinliang Wei;
Pu Wang;
Fan Li;
Yu Wang",2022,2022,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9771813/,~\cite{}
Device-based Authentication,Fitness Tracker Authentication,Interactive Multi-Credential Authentication,"Deepak Maram, Mahimna Kelkar, Ittay Eyal",12/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3658644.3670378,~\cite{}
Device-based Authentication,Fitness Tracker Authentication,NOPE: Strengthening domain authentication with succinct proofs,"Zachary DeStefano, Jeff J. Ma, Joseph Bonneau, Michael Walfish",11/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3694715.3695962,~\cite{}
Device-based Authentication,Fitness Tracker Authentication,AAKA-WCS: Anonymous Authentication and Key Agreement Protocol for Wearable Computing Scenarios,"Xin Ai;
Shanshan Tu;
Wenlong Li;
Hongchen Li;
Qingqing Yue",2024,2024,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10859524/,~\cite{}
Device-based Authentication,Smart Glasses Authentication,Gesture-based continuous authentication for wearable devices: The smart glasses use case,"J Chauhan, HJ Asghar, A Mahanti…",2016,2016,99%,,,,,,,,,,,Google Glass,"A continuous authentication system on Google Glass using two classifiers: SVM with RBF kernel, and a new classifier based on Chebyshev�s concentration inequality",User authentication,No,Springer,https://link.springer.com/chapter/10.1007/978-3-319-39555-5_35,~\cite{chauhan2016gesture}
Device-based Authentication,Smart Glasses Authentication,Demo of Headbanger: Authenticating smart wearable devices using unique head movement patterns,"Sugang Li;
Ashwin Ashok;
Yanyong Zhang;
Chenren Xu;
Janne Lindqvist;
Macro Gruteser",2016,2016,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/7457076/,~\cite{}
Device-based Authentication,Smart Glasses Authentication,Secure key generation and distribution protocol for wearable devices,"Girish Revadigar;
Chitra Javali;
Weitao Xu;
Wen Hu;
Sanjay Jha",2016,2016,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/7457058/,~\cite{}
Device-based Authentication,Smart Glasses Authentication,Whose move is it anyway? Authenticating smart wearable devices using unique head movement patterns,"Sugang Li;
Ashwin Ashok;
Yanyong Zhang;
Chenren Xu;
Janne Lindqvist;
Macro Gruteser",2016,2016,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/7456514/,~\cite{}
Device-based Authentication,Smart Glasses Authentication,Security threat on wearable services: Empirical study using a commercial smartband,"Myeonggeon Lee;
Kyungmook Lee;
Jaewoo Shim;
Seong-je Cho;
Jongmoo Choi",2016,2016,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/7804766/,~\cite{}
Device-based Authentication,Smart Glasses Authentication,Home Alone: The Insider Threat of Unattended Wearables and A Defense using Audio Proximity,"Prakash Shrestha;
Babins Shrestha;
Nitesh Saxena",2018,2018,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8433216/,~\cite{}
Device-based Authentication,Smart Glasses Authentication,Hide my Gaze with EOG!,"Rainhard Dieter Findling, Tahmid Quddus, Stephan Sigg",2/1/20 0:00,2020,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3365921.3365922,~\cite{}
Device-based Authentication,Smart Glasses Authentication,Free-Form Gaze Passwords from Cameras Embedded in Smart Glasses,"Eira Friström, Elias Lius, Niki Ulmanen, Paavo Hietala",2/1/20 0:00,2020,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3365921.3365928,~\cite{}
Device-based Authentication,Smart Glasses Authentication,EyeMove - Towards Mobile Authentication using EOG Glasses,"Kirill Ragozin, Karola Marky, Jie Lu, Kai Kunze",4/1/22 0:00,2022,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3519391.3519411,~\cite{}
Device-based Authentication,Smart Glasses Authentication,Using smart glasses for monitoring cyber threat intelligence feeds,"Mikko Korkiakoski, Fatima Sadiq, Febrian Setianto, Ummi Khaira Latif",1/1/22 0:00,2022,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3487351.3492722,~\cite{}
Device-based Authentication,Smart Glasses Authentication,C-Auth: Exploring the Feasibility of Using Egocentric View of Face Contour for User Authentication on Glasses,"Hyunchul Lim, Guilin Hu, Richard Jin, Hao Chen, Ryan Mao",10/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3594738.3611355,~\cite{}
Device-based Authentication,Smart Glasses Authentication,TransASL: A Smart Glass based Comprehensive ASL Recognizer in Daily Life,"Yincheng Jin, Seokmin Choi, Yang Gao, Jiyang Li, Zhengxiong Li",3/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3581641.3584071,~\cite{}
Device-based Authentication,Smart Glasses Authentication,SonicID: User Identification on Smart Glasses with Acoustic Sensing,"K Li, D Agarwal, R Zhang, V Gunda, T Mo…",2024,2024,96.60%,,,,,4.30%,,,,,97.40%,Smart Glasses,"A low-power and minimally-obtrusive system called SonicID, designed to authenticate users on glasses",User authentication,No,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3699734,~\cite{li2024sonicid}
Device-based Authentication,Smart Glasses Authentication,User Authentication Method for Smart Glasses using Gaze Information of Registered Known Images and AI-generated Unknown Images,"Masaya Inoue, Kazuya Murao",10/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3675094.3678450,~\cite{}
Device-based Authentication,Smart Glasses Authentication,EyeEcho: Continuous and Low-power Facial Expression Tracking on Glasses,"Ke Li, Ruidong Zhang, Siyuan Chen, Boao Chen, Mose Sakashita",5/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3613904.3642613,~\cite{}
Device-based Authentication,Smartwatch Authentication,Implicit sensor-based authentication of smartphone users with smartwatch,"WH Lee, R Lee",2016,2016,92.10%,,,,,,,,,,,Smartwatch,"A authentication system, iAuth, for implicit, continuous authentication of the end-user based on his or her behavioral characteristics, by leveraging the sensors already ubiquitously built into smartphones",User authentication,No,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2948618.2948627,~\cite{lee2016implicit}
Device-based Authentication,Smartwatch Authentication,Smart watch based body-temperature authentication,"TS Enamamu, N Clarke…",2017,2017,,,0.54% - 3.4%,,,,,,,,,Smartwatch,"A body temperature authentication system, BT-Authen, to authenticate the user by using the body temperature information extracted via a smart watch for continuous and non-intrusive user authentication",User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8123790/,~\cite{enamamu2017smart}
Device-based Authentication,Smartwatch Authentication,An empirical study of touch-based authentication methods on smartwatches,"Yue Zhao, Zhongtian Qiu, Yiqing Yang, Weiwei Li, Mingming Fan",9/1/17 0:00,2017,,,,,,,,,,,,Smartwatch,,,,ACM,https://dl.acm.org/doi/10.1145/3123021.3123049,~\cite{}
Device-based Authentication,Smartwatch Authentication,Implicit Smartphone User Authentication with Sensors and Contextual Machine Learning,"Wei-Han Lee;
Ruby B. Lee",2017,2017,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8023131/,~\cite{}
Device-based Authentication,Smartwatch Authentication,Sensor-Based Implicit Authentication of Smartphone Users,"Wei-Han Lee;
Ruby B. Lee",2017,2017,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8023132/,~\cite{}
Device-based Authentication,Smartwatch Authentication,Airsign: A gesture-based smartwatch user authentication,"A Buriro, R Van Acker, B Crispo…",2018,2018,,,0.014,,,,,,,,,Smartwatch,"A movement-based behavioral biometric authentication solution for smartwatch, namely, Airsign",User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8585571/,~\cite{buriro2018airsign}
Device-based Authentication,Smartwatch Authentication,The Personal Identification Chord,"Ian Oakley, Jun Ho Huh, Junsung Cho, Geumhwan Cho, Rasel Islam",5/1/18 0:00,2018,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3196494.3196555,~\cite{}
Device-based Authentication,Smartwatch Authentication,"You walk, we authenticate: lightweight seamless authentication based on gait in wearable IoT systems","P Musale, D Baek, N Werellagama, SS Woo…",2019,2019,,,8.20%,,,,,,,,,Smartwatch,A lightweight seamless authentication framework based on gait (LiSA-G) that can authenticate and identify users on the widely available commercial smartwatches,User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8672772/,~\cite{musale2019you}
Device-based Authentication,Smartwatch Authentication,Thumbup: Identification and authentication by smartwatch using simple hand gestures,"X Yu, Z Zhou, M Xu, X You, XY Li",2020,2020,97%,,,,,,,,,,,Smartwatch,ThumbUp leverages the signal collected from the Inertial Measurement Unit (IMU) in Commercial Off-The-Shelf (COTS) smart devices and discovers the unique fingerprint pattern produced by each user�s simple hand gestures using a carefully crafted deep learning model,User authentication,No,computer.org,https://www.computer.org/csdl/proceedings-article/percom/2020/09127367/1l3yJSxjyqQ,~\cite{yu2020thumbup}
Device-based Authentication,Smartwatch Authentication,CirclePIN: A novel authentication mechanism for smartwatches to prevent unauthorized access to IoT devices,"M Guerar, L Verderame, A Merlo, F Palmieri…",2020,2020,,,,,,,,,,,,Smartwatch,"An authentication scheme targeted at smartwatches, namely CirclePIN, that provides both resilience to most common attacks and a high level of usability in tests with real users",User authentication,No,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3365995,~\cite{guerar2020circlepin}
Device-based Authentication,Smartwatch Authentication,Handwritten signature authentication using smartwatch motion sensors,"G Li, H Sato",2020,2020,,,0.78%,,,,,,,,,Smartwatch,A practical authentication method using smartwatch motion sensor data,User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9202790/,~\cite{li2020handwritten}
Device-based Authentication,Smartwatch Authentication,ThumbUp: Identification and Authentication by Smartwatch using Simple Hand Gestures,"Xiaojing Yu;
Zhijun Zhou;
Mingxue Xu;
Xuanke You;
Xiang-Yang Li",2020,2020,,,,,,,,,,,,Smartwatch,,,,IEEE,https://ieeexplore.ieee.org/document/9127367/,~\cite{}
Device-based Authentication,Smartwatch Authentication,Usable user authentication on a smartwatch using vibration,"S Lee, W Choi, DH Lee",2021,2021,,,1.37%,,,,,,,,,Smartwatch,A usable method for user authentication on smartwatches without additional devices,User authentication,No,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3460120.3484553,~\cite{lee2021usable}
Device-based Authentication,Smartwatch Authentication,Usable User Authentication on a Smartwatch using Vibration,"Sunwoo Lee, Wonsuk Choi, Dong Hoon Lee",11/1/21 0:00,2021,,,,,,,,,,,,Smartwatch,,,,ACM,https://dl.acm.org/doi/10.1145/3460120.3484553,~\cite{}
Device-based Authentication,Smartwatch Authentication,SmartWatch,"Sourav Panda, Yixiao Feng, Sameer G Kulkarni, K. K. Ramakrishnan",12/1/21 0:00,2021,,,,,,,,,,,,Smartwatch,,,,ACM,https://dl.acm.org/doi/10.1145/3485983.3494861,~\cite{}
Device-based Authentication,Smartwatch Authentication,Proposal and Evaluation of a Gesture Authentication Method with Peep Resistance for Smartwatches,"Mirang Park;
Kentaro Aburada;
Naonobu Okazaki",2021,2021,,,,,,,,,,,,Smartwatch,,,,IEEE,https://ieeexplore.ieee.org/document/9644131/,~\cite{}
Device-based Authentication,Smartwatch Authentication,Wristacoustic: through-wrist acoustic response based authentication for smartwatches,"JH Huh, H Shin, HM Kim, E Cheon, Y Song…",2023,2023,,, 0.01% - 5.06%,,,,,,,,,Smartwatch,An  implicit biometric scheme based on through-wrist acoustic responses,User authentication,No,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3569473,~\cite{huh2023wristacoustic}
Device-based Authentication,Smartwatch Authentication,SonarAuth: Using Around Device Sensing to Improve Smartwatch Behavioral Biometrics,"Jiwan Kim, Jongjin Park, Ian Oakley",10/1/23 0:00,2023,,,,,,,,,,,,Smartwatch,,,,ACM,https://dl.acm.org/doi/10.1145/3594739.3610696,~\cite{}
Device-based Authentication,Smartwatch Authentication,TouchTone: Smartwatch Privacy Protection via Unobtrusive Finger Touch Gestures,"Yilin Yang, Yan Wang, Yingying Chen, Zhengkun Ye, Xin Li",6/1/24 0:00,2024,,,,,,,,,,,,Smartwatch,,,,ACM,https://dl.acm.org/doi/10.1145/3643832.3661884,~\cite{}
Device-based Authentication,Smartwatch Authentication,Enable Touch-based Communication between Laptop and Smartwatch,"Dian Ding, Yijie Li, Hao Pan, Yu Lu, Yi-Chao Chen, Guangtao Xue",10/1/24 0:00,2024,,,,,,,,,,,,Smartwatch,,,,ACM,https://dl.acm.org/doi/10.1145/3675094.3677574,~\cite{}
Device-based Authentication,Smartwatch Authentication,Enhancing Mobile Interaction: Practical Insights from Smartphone and Smartwatch Integration,"Qiuyao Cheng, Xuanyao Tian, Fengyuan Liao, Tan Chen",9/1/24 0:00,2024,,,,,,,,,,,,Smartwatch,,,,ACM,https://dl.acm.org/doi/10.1145/3640471.3680451,~\cite{}
Device-based Authentication,Smartwatch Authentication,Advancing Telehealth Web-based Systems with Smartwatch Integration for Enhanced Medical Tracking in Philippine Aged Care Facilities,"Mary Jane Samonte, Frances Denielle Magno, Kimberly Gale Ang",10/1/24 0:00,2024,,,,,,,,,,,,Smartwatch,,,,ACM,https://dl.acm.org/doi/10.1145/3695652.3695657,~\cite{}
Device-based Authentication,Wristband Authentication,Capacitive Sensing 3D-printed Wristband for Enriched Hand Gesture Recognition,"Hoang Truong, Phuc Nguyen, Anh Nguyen, Nam Bui, Tam Vu",6/1/17 0:00,2017,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3089351.3089359,~\cite{}
Device-based Authentication,Wristband Authentication,A wearable wrist band-type system for multimodal biometrics integrated with multispectral skin photomatrix and electrocardiogram sensors,"H Kim, H Kim, SY Chun, JH Kang, I Oakley, Y Lee…",2018,2018,,,0.20%,,1%,,,,,,,Wrist band,A multimodal biometrics using our in-house wearable band integrated with MSP and ECG sensors,User authentication,No,mdpi.com,https://www.mdpi.com/1424-8220/18/8/2738,~\cite{kim2018wearable}
Device-based Authentication,Wristband Authentication,Saw: Wristband-based authentication for desktop computers,"S Mare, R Rawassizadeh, R Peterson…",2018,2018,,,,,,1.80%,2.50%,,,,,Wrist band,"An authentication method for desktops called Seamless Authentication using Wristbands (SAW), which addresses the lack of intentionality limitation of proximity-based methods",User authentication,No,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3264935,~\cite{mare2018saw}
Device-based Authentication,Wristband Authentication,Hand-Interactive Behavior Analysis for User Authentication Systems with Wrist-Worn Devices,"Chao Shen;
Qi Lv;
Zhao Wang;
Yufei Chen;
Xiaohong Guan",2018,2018,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8572367/,~\cite{}
Device-based Authentication,Wristband Authentication,Continuous smartphone authentication using wristbands,"S Mare, R Rawassizadeh…",2019,2019,96.5% - 99%,,,,,,,,,,,Wrist band, A continuous smartphone authentication method that leverages wristbands to verify that the phone is in the hands of its owner,User authentication,No,digitalcommons.dartmouth.edu,https://digitalcommons.dartmouth.edu/facoa/4013/,~\cite{mare2019continuous}
Device-based Authentication,Wristband Authentication,Development of miniaturized wearable wristband type surface EMG measurement system for biometric authentication,"S Shin, M Kang, J Jung, YT Kim",2021,2021,87.10%,,,,,,,,,,,Wrist band,"A wearable electromyogram (EMG) system that can be worn on the forearm was developed to detect EMG signals and, subsequently, apply them for personal authentication",User authentication,No,mdpi.com,https://www.mdpi.com/2079-9292/10/8/923,~\cite{shin2021development}
Device-based Authentication,Wristband Authentication,Design and Implementation of Smart Bracelets Mutual Authentication System,Qiwei Wang,2021,2021,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9719623/,~\cite{}
Device-based Authentication,Wristband Authentication,Single-Sign-On in Smart Homes using Continuous Authentication,"Jonathan Liebers, Nick Wittig, Simon Janzon, Pedram Golkar",12/1/22 0:00,2022,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3568444.3570595,~\cite{}
Device-based Authentication,Wristband Authentication,Low-effort User Authentication for Kiosk Systems based on Smartphone User’s Gripping Hand Geometry,"Ruxin Wang, Kaitlyn Madden, Chen Wang",4/1/22 0:00,2022,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3491101.3519817,~\cite{}
Device-based Authentication,Wristband Authentication,"Shake, Shake, I Know Who You Are: Authentication Through Smart Wearable Devices","Z Guo, J Cao, X Bai, A Li, B Niu, H Li",2023,2023,97.01%,,,,,,,,,,,Wrist band,A band with sensors commonly found on smart wearables and two authentication models to improve the security of SL scenarios is designed,User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10258032/,~\cite{guo2023shake}
Device-based Authentication,Wristband Authentication,Comparing and Normalizing the Measurement of Step Counts and Heart Rates of Selected Wristbands and Smartwatches,"Siam Yamsaengsung;
Thanapong Khajontantichaikun;
Bunthit Watanapa;
Saichon Jaiyen;
Vajirasak Vanijja;
Pornchai Mongkolnam;
Chujit Treerattanaphan;
Pairoj Likitthanasate",2023,2023,,,,,,,,,,,,Smartwatch,,,,IEEE,https://ieeexplore.ieee.org/document/10329731/,~\cite{}
Device-based Authentication,Wristband Authentication,EchoWrist: Continuous Hand Pose Tracking and Hand-Object Interaction Recognition Using Low-Power Active Acoustic Sensing On a Wristband,"Chi-Jung Lee, Ruidong Zhang, Devansh Agarwal, Tianhong Catherine Yu",5/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3613904.3642910,~\cite{}
Device-based Authentication,Wristband Authentication,Act2Auth – A Novel Authentication Concept based on Embedded Tangible Interaction at Desks,"Sarah Delgado Rodriguez, Sarah Prange, Lukas Mecke, Florian Alt",2/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3623509.3633360,~\cite{}
Device-based Authentication,Wristband Authentication,A Smart Wearable IoT Wristband for Infectious and Elderly Patients Telehealth-Monitoring System,"Mai Chi Nguyen;
Dai Duong Nguyen;
Thi Lan Tran;
Quoc Cuong Nguyen;
Minh Thuy Le",2024,2024,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10675520/,~\cite{}
Device-based Authentication,Wristband Authentication,Architecting a Privacy-Aware IoT-Enabled Platform for Bathers Monitoring in Beach Resort: A Case Study,"Giovanni Campo;
Davide Carnemolla;
Mario Di Raimondo;
Corrado Santoro;
Federico Fausto Santoro",2024,2024,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10795388/,~\cite{}
Biometric-based Authentication,Beat-based Authentication ,Watchid: Wearable device authentication via reprogrammable vibration,"JQ Cheng, Z Wang, Y Wang, T Zhao, H Wan…",2021,2021,,,,,,,,,98%,94%,,Wearables,"A device authentication system, WatchID, that can identify a user�s wearable using its vibration-based device credentials",Device authentication,No,Springer,https://link.springer.com/chapter/10.1007/978-3-030-94822-1_53,~\cite{cheng2021watchid}
Biometric-based Authentication,Breath-Based Authentication ,BreathPrint: Breathing Acoustics-based User Authentication,"Jagmohan Chauhan, Yining Hu, Suranga Seneviratne, Archan Misra",6/1/17 0:00,2017,,,,,,,,,,,,Wearables,"Using the audio signatures associated with the three individual gestures: sniff, normal, and deep breathing, which are sufficiently different across individuals",User authentication,No,ACM,https://dl.acm.org/doi/10.1145/3081333.3081355,~\cite{sabbella2024pa2blo}
Biometric-based Authentication,Breath-Based Authentication ,NasalBreathInput: A Hands-Free Input Method by Nasal Breath Gestures using a Glasses Type Device,"Ryoma Ogawa, Kyosuke Futami, Kazuya Murao",12/1/21 0:00,2021,,,,,,,,,,,,Smart Glasses,"Recognizing nasal breath gestures, using piezoelectric elements placed on the nosepiece of a glasses-type device",User authentication,No,ACM,https://dl.acm.org/doi/10.1145/3487664.3487750,~\cite{ogawa2021nasalbreathinput}
Biometric-based Authentication,Breath-Based Authentication ,Implicit IoT authentication using on-phone ANN models and breathing data,"S Vhaduri, SV Dibbo, W Cheung",2023,2023,93%,,,,,,,,,,,Fitbit,An implicit IoT authentication utilizing breathing patterns to verify a user through continuous microphone sensing,User authentication,No,Elsevier,https://www.sciencedirect.com/science/article/pii/S2542660523003268,~\cite{vhaduri2023implicit}
Biometric-based Authentication,Breath-Based Authentication ,BreathPass: Ultrasounic Authentication by Chest and Abdomen Movement while Breathing,"L Li, F Dang, D Liu, Z Cao",2024,2024,83%,,,,,5%,,,,,73%,Speakers,"A non-invasive authentication system that characterizes the chest/abdomen movement incurred by human breath to enable unlocking smart devices while wearing various types of face covers, clothing, in different postures, and dynamic status such as walking or running",User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10763551/,~\cite{li2024breathpass}
Implicit Authentication,Implicit Authentication ,mWIoTAuth: Multi-wearable data-driven implicit IoT authentication,"S Vhaduri, SV Dibbo, A Muratyan, W Cheung",2024,2024,,,,,0.05,,,0.1,,,,Wearables,"An implicit IoT end-user authentication (mWIoTAuth) approach utilizing data from two market wearables, ie, Wellue (providing heart rate and oxygen saturation values) and Fitbit (providing heart rate, calorie burn, and step count)",User authentication,No,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X24002577,~\cite{vhaduri2024mwiotauth}
Biometric-based Authentication,Haptic Authentication ,Developing a New Haptic Passcode for User Authentication with a Personal ID Tag to Prevent Copying Attacks,"S Lee, K Song, S Kim",2019,2019,88.90%,,,,,,,,,,,Wearables,A haptic authentication system with a personal identification (ID) tag equipped with an embedded acceleration sensor and a radio frequency identification (RFID) tag that can be used in automated security systems,User authentication,No,mdpi.com,https://www.mdpi.com/2076-3417/9/24/5520,~\cite{lee2019developing}
Biometric-based Authentication,Beat-based Authentication ,WristConduct: Biometric User Authentication Using Bone Conduction at the Wrist,"Jessica Sehrt, Feng Yi Lu, Leonard Husske, Anton Roesler, Valentin Schwind",9/1/22 0:00,2022,98.70%,,,,,,,,,,,Wrist-worn device,Identify individuals using sound waves passing through the wrist bones using a bone conduction speaker and a laryngophone (microphone),User authentication,No,ACM,https://dl.acm.org/doi/10.1145/3543758.3547542,~\cite{sehrt2022wristconduct}
Biometric-based Authentication,Skin Conductivity Authentication ,Towards touch-to-access device authentication using induced body electric potentials,"Z Yan, Q Song, R Tan, Y Li, AWK Kong",2019,2019,,,,,,,,,,,,Smartwatch,A new touch-to-access device authentication approach using induced body electric potentials (iBEPs) caused by the indoor ambient electric field that is mainly emitted from the building's electrical cabling,User authentication,No,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3300061.3300118,~\cite{yan2019towards}
Biometric-based Authentication,Skin Conductivity Authentication ,Personal Identification and Authentication Using Blink with Smart Glasses,"Yohei Kawasaki;
Yuta Sugiura",2022,2022,97.10%,,6.40%,,,,,,,,,Smart Glasses,A personal identification and authentication system using skin deformation during blinking,User authentication,No,IEEE,https://ieeexplore.ieee.org/document/9905842/,~\cite{kawasaki2022personal}
Biometric-based Authentication,Thermal Authentication ,Heat is in the eye of the beholder: Towards better authenticating on smartglasses,"Gabriela Gheorghe;
Nicolas Louveton;
Benoît Martin;
Benjamin Viraize;
Louis Mougin;
Sébastien Faye;
Thomas Engel",2016,2016,,,,,,,,,,,,Smart Glasses,Based on touch input on an arbitrary surface using thermal camera input,User authentication,No,IEEE,https://ieeexplore.ieee.org/document/7529679/,~\cite{gheorghe2016heat}
Hybrid Authentication,Hybrid Authentication ,Advances and challenges of quantitative verification and synthesis for cyber-physical systems,Marta Kwiatkowska,2016,2016,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/7579999/,~\cite{}
Hybrid Authentication,Hybrid Authentication ,A hybrid key management scheme for healthcare sensor networks,"Pallavi Meharia;
Dharma P. Agrawal",2016,2016,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/7511484/,~\cite{}
Hybrid Authentication,Hybrid Authentication ,A lightweight remote user authentication protocol for smart E-health networking environment,"Dania Qara Bala;
Soumyadev Maity;
Sanjay Kumar Jena",2017,2017,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8058330/,~\cite{}
Hybrid Authentication,Hybrid Authentication ,A New Cryptography Algorithm to Protect Cloud-Based Healthcare Services,"Mohammed Aledhari;
Ali Marhoon;
Ali Hamad;
Fahad Saeed",2017,2017,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8010572/,~\cite{}
Hybrid Authentication,Hybrid Authentication ,Cooperative privacy preservation for wearable devices in hybrid computing-based smart health,"H Liu, X Yao, T Yang, H Ning",2018,2018,,,,,,,,,,,,Wearables,A cooperative privacy preservation scheme is designed for wearable devices with identity authentication and data access control considerations in the space-aware and time-aware contexts,Privacy-preserving,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8371238/,~\cite{liu2018cooperative}
